global_step,mean_reward,mean_kl,kl_coef,elapsed_sec,loss,pg_loss,vf_loss,kl
16,-2.81640625,0.02639254927635193,0.03333333333333333,22.041280269622803,0.06377261714078486,-0.01656465034466237,0.79095458984375,0.02639254927635193
32,-3.5595703125,0.08854854293167591,0.022222222222222223,21.17871904373169,0.05133936833590269,-0.052230614237487316,1.0058441162109375,0.08854854293167591
48,-1.781768798828125,0.2681056009605527,0.014814814814814815,21.3222975730896,0.05333016952499747,-0.03752191178500652,0.84906005859375,0.2681056009605527
64,-2.459136962890625,0.7701464463025331,0.009876543209876543,21.369582176208496,0.023095091455616057,-0.05911908159032464,0.70819091796875,0.7701464463025331
80,-3.35443115234375,0.5419820537790656,0.006584362139917695,21.207375049591064,0.0837190403835848,-0.02353206556290388,1.01806640625,0.5419820537790656
96,-3.244384765625,1.0171426450833678,0.0043895747599451305,21.604133367538452,0.08071808438398875,-0.02857924671843648,1.0260009765625,1.0171426450833678
112,-2.4486083984375,-0.027552044950425625,0.0029263831732967535,21.591277837753296,0.05020900699310005,-0.023120138328522444,0.7350616455078125,-0.027552044950425625
128,-3.2522125244140625,0.3197551416233182,0.001950922115531169,21.609466791152954,0.05516583286225796,-0.026507959701120853,0.806640625,0.3197551416233182
144,-2.464385986328125,2.228265604004264,0.001300614743687446,21.211095333099365,0.02098890981869772,-0.06722057145088911,0.8387451171875,2.228265604004264
160,-2.320556640625,4.922061184421182,0.001300614743687446,21.701442003250122,-0.002618243219330907,-0.08079729229211807,0.7177734375,4.922061184421182
176,-3.107666015625,2.173132922500372,0.0008670764957916306,21.420934915542603,0.016201327787712216,-0.060340768191963434,0.7370452880859375,2.173132922500372
192,-2.062744140625,7.2960179299116135,0.0008670764957916306,21.380768060684204,0.027507855324074626,-0.07965415832586586,1.007843017578125,7.2960179299116135
208,-2.497802734375,4.955192821100354,0.0008670764957916306,21.40896463394165,0.09798349812626839,0.01086989394389093,0.828125,4.955192821100354
224,-1.76025390625,12.019891718402505,0.001300614743687446,21.76789116859436,0.03316321654710919,-0.08628299226984382,1.08984375,12.019891718402505
